Filename,URL
001_Informasjons-_og_sikkerhetsprinsipper_for_dokumentdeling.html,https://www.ehelse.no/standardisering/standarder/malarkitektur-for-dokumentdeling
002_Tekniske_arkitekturprinsipper_for_dokumentdeling.html,https://www.ehelse.no/standardisering/standarder/malarkitektur-for-dokumentdeling
003_Referansearkitektur_for_dokumentdeling.html,https://www.ehelse.no/standardisering/standarder/referansearkitektur-for-dokumentdeling
004_Målarkitektur_for_nasjonal_dokumentdeling.html,https://www.ehelse.no/standardisering/standarder/malarkitektur-for-dokumentdeling
005_Retningslinjer_for_logging_ved_data-_og_dokumentdeling.html,https://www.ehelse.no/standardisering/standarder/retningslinjer-for-logging-ved-data-og-dokumentdeling
006_Mal_og_veiledning_for_utfylling_av_personvernkonsekvensvurdering.html,https://www.ehelse.no/standardisering/standarder/mal-og-veiledning-for-utfylling-av-personvernkonsekvensvurdering-dpia
007_Veileder_for_helse-_og_omsorgssektoren_Bruk_av_Digitaliseringsdirektoratets_Over.html,https://www.ehelse.no/standardisering/standarder/veileder-for-helse-og-omsorgssektoren-bruk-av-digitaliseringsdirektoratets-overordnede-arkitekturprinsipper-for-digitalisering-av-offentlig-sektor
008_Veileder_om_bruk_av_NS-EN_ISO_272692022_Helseinformatikk_-_Oppsummerende_pasient.html,https://www.ehelse.no/standardisering/standarder/veileder-om-bruk-av-ns-en-27269-helseinformatikk-oppsummerende-pasientopplysninger-IPS
009_Retningslinjer_for_deling_av_kritisk_informasjon.html,https://www.ehelse.no/reguleringsplan
010_Veileder_for_å_vurdere_hvilke_helsepersonellgrupper_som_kan_få_tilgang_til_hvilk.html,https://www.ehelse.no/reguleringsplan
011_Felles_tilgangsregler_for datadeling_og_dokumentdeling.html,https://www.ehelse.no/reguleringsplan
012_Krav_til_sikkerhetsbillett_ved_deling_av_helseopplysninger.html,https://www.ehelse.no/standardisering/standarder/krav-til-sikkerhetsbillett-ved-deling-av-helseopplysninger
013_FEST_-_Forskrivnings-_og_ekspedisjonsstøtte.html,https://www.legemiddelverket.no/om-oss/distribusjon-av-legemiddeldata/fest
014_ICD-10_Den_internasjonale_statistiske_klassifikasjonen_av_sykdommer_og_beslekted.html,https://www.ehelse.no/standardisering/standarder/icd-10-den-internasjonale-statistiske-klassifikasjonen-av-sykdommer-og-beslektede-helseproblemer
015_Norsk_klassifikasjon_av_radiologiske_prosedyrer.html,https://www.ehelse.no/kodeverk-og-terminologi/Norsk-klinisk-prosedyrekodeverk-(NKPK)
016_Norsk_laboratoriekodeverk.html,https://www.ehelse.no/standardisering/standarder/norsk-laboratoriekodeverk
017_Absoluttlisten_-_oversikt_over_kritiske_medisinske_tilstander.html,https://www.nhn.no/tjenester/kjernejournal/dokumentasjon-for-kjernejournal/nyttig-dokumentasjon-for-helsepersonell/Absoluttliste%20-%20nettversjon%200721.pdf
018_Norsk_patologikodeverk.html,https://www.ehelse.no/standardisering/standarder/norsk-patologikodeverk
019_Kritisk_informasjon_i_kjernejournal_-_klinisk_beskrivelse_og_kodeverk.html,https://www.nhn.no/tjenester/kjernejournal/dokumentasjon-for-kjernejournal/nyttig-dokumentasjon-for-helsepersonell/IE-2006_kritisk%20informasjon_Klinisk%20beskrivelse%20og%20kodeverk_.pdf
"020_Implementation_guide_for_Norwegian_usage_of_IHE_XDS,_XCA_and_XUA.html",https://utviklerportal-dev.utvikling.nhn.no/media/2ujlacuk/implementation-guide-for-norwegian-usage-of-ihe-xds-xca-and-xua.pdf
021_Kritisk_informasjon_i_kjernejournal_-_klinisk_beskrivelse_og_kodeverk.html,https://www.nhn.no/tjenester/kjernejournal/dokumentasjon-for-kjernejournal/nyttig-dokumentasjon-for-helsepersonell/IE-2006_kritisk%20informasjon_Klinisk%20beskrivelse%20og%20kodeverk_.pdf
022_Logging_og_etterkontroll.html,"https://www.nhn.no/tjenester/kjernejournal/deling-av-journaldokumenter-gjennom-kjernejournal/Logg,%20loggkontroll%20og%20loggoppf%C3%B8lging.pdf"
023_Løsningsbeskrivelse_for_dokumentdeling.html,https://utviklerportal.nhn.no/informasjonstjenester/pasientens-journaldokumenter-i-kjernejournal/
024_Begrepsdefinisjoner_for_tilgangsbegrensning_mv.html,https://www.ehelse.no/standardisering/standarder/Begrepsdefinisjoner%20for%20tilgangsbegrensning%20mv.%20i%20behandlingsrettede%20helseregistre
025_Bruk_av_XML_svarrapport_v1.html,https://www.ehelse.no/standardisering/standarder/Bruk%20av%20XML%20svarrapport%20v1.4%20i%20Pasientens%20pr%C3%B8vesvar
